City,ComfortableRetirees,DiverseWorkers,ElderMidscaleClass,EliteHouseholds,MassMarkets,ModestFamilies,ProsperousAcheivers,UpscaleMatures,WellheeledAffluents,YoungAffluentMobiles,YoungUpscaleFamilies,YoungUrbanMasses,Total
Sulligent,110,639,29,2,79,6,14,10,4,8,13,23,937
Sullivan,686,1894,1219,78,1665,154,264,263,77,179,633,547,7659
Sullivan City,33,568,4,0,28,0,0,0,0,1,2,1,637
Sullivans Island,1,0,2,48,0,0,66,15,147,99,32,1,411
Sully,9,9,131,6,64,0,4,6,3,7,11,10,260
Sulphur,737,1302,742,288,3606,128,270,146,146,698,1010,662,9735
Sulphur Bluff,2,3,4,0,23,0,2,2,0,1,6,3,46
Sulphur Rock,37,106,19,1,61,2,5,5,1,5,14,9,265
Sulphur Springs,640,1593,284,72,889,177,279,553,35,111,527,202,5362
Sultan,37,5,101,33,168,1,126,56,16,379,379,67,1368
Sumas,16,48,34,8,240,0,4,6,0,26,52,51,485
Sumerco,10,90,35,0,26,1,0,0,0,2,3,5,172
Sumerduck,4,0,11,62,19,0,42,33,27,46,61,15,320
Sumiton,67,261,82,5,89,1,1,8,0,2,10,17,543
Summer Lake,1,0,0,0,0,0,0,0,0,0,0,0,1
Summer Shade,62,264,45,3,106,2,2,5,1,1,6,2,499
Summerdale,34,470,95,7,240,35,41,32,3,24,89,55,1125
Summerfield,1685,1275,1105,623,886,4,507,2260,79,175,879,96,9574
Summerhill,39,59,60,5,129,1,22,16,2,13,59,5,410
Summerland,3,1,2,7,3,0,145,11,10,31,9,4,226
Summerland Key,9,5,183,45,178,0,284,279,20,100,217,149,1469
Summers,28,143,13,1,26,4,1,1,2,2,9,6,236
Summersville,335,501,326,12,723,20,35,36,18,17,77,158,2258
Summerton,807,220,101,0,27,55,18,52,2,0,9,32,1323
Summertown,71,309,122,7,458,4,11,7,1,9,51,11,1061
Summerville,1595,3869,2123,2253,4123,1723,773,1421,584,1462,1700,5857,27483
Summit,237,341,268,772,958,140,335,149,2136,756,364,77,6533
Summit Argo,92,82,107,20,503,7,39,69,7,235,168,482,1811
Summit Hill,21,69,228,3,211,2,30,14,2,7,34,29,650
Summit Lake,14,15,16,0,7,0,2,4,1,1,5,4,69
Summit Point,15,7,13,60,55,0,34,19,6,24,29,4,266
Summitville,22,60,104,5,166,0,17,10,1,4,50,22,461
Sumner,334,656,839,231,1078,120,169,202,51,234,502,685,5101
Sumpter,22,1,15,0,0,0,1,2,0,0,1,2,44
Sumrall,115,258,283,28,601,8,36,53,13,73,267,46,1781
Sumter,1115,8952,664,143,2032,1109,353,446,99,998,449,559,16919
Sumterville,119,93,23,2,53,7,6,3,1,3,4,10,324
Sun City,5548,646,7028,260,2210,106,494,2812,34,1710,1087,126,22061
Sun City Center,1211,177,3104,3,14,4,126,1548,26,58,10,120,6401
Sun City West,492,19,4165,5,5,0,687,3218,132,18,30,7,8778
Sun Prairie,102,114,321,880,1035,245,488,166,89,1525,1711,942,7618
Sun River,7,16,45,2,26,0,2,41,2,2,13,2,158
Sun Valley,256,1799,681,243,2190,661,271,93,119,490,1532,1231,9566
Sunapee,50,16,43,13,32,0,96,195,32,126,107,42,752
Sunbright,97,254,11,0,34,4,7,2,0,1,4,5,419
Sunburg,8,15,37,3,32,0,8,21,3,5,19,4,155
Sunburst,2,8,108,1,4,1,3,2,1,0,12,4,146
Sunbury,222,869,839,348,1076,176,548,368,164,287,968,285,6150
Suncook,65,116,49,226,624,50,300,113,26,196,194,366,2325
Sundance,374,5,12,2,20,0,3,64,0,1,15,14,510
Sunderland,1,7,13,113,58,0,109,24,30,132,398,273,1158
Sunfield,9,6,71,10,102,1,24,22,5,47,132,5,434
Sunflower,6,135,6,1,12,94,1,1,0,0,1,2,259
Sunland,147,7,156,324,616,0,249,380,138,787,479,728,4011
Sunland Park,77,1193,9,0,65,253,0,2,0,0,4,25,1628
Sunman,83,146,48,42,281,23,83,34,41,10,249,53,1093
Sunnyside,360,1584,482,418,2737,200,80,133,9,442,1058,2058,9561
Sunnyvale,79,3,77,4182,176,0,1390,646,3778,15917,2414,1116,29778
Sunol,1,0,0,10,0,0,15,1,102,49,1,0,179
Sunray,0,1,373,0,5,1,1,0,0,0,5,1,387
Sunrise Beach,194,77,718,1,25,5,21,69,6,4,30,9,1159
Sunset,125,292,247,16,901,6,80,81,5,66,231,160,2210
Sunset Beach,95,80,330,12,39,5,291,324,23,100,116,107,1522
Sunshine,6,1,16,3,35,0,11,22,0,7,70,9,180
Supai,4,17,1,0,2,16,0,0,0,1,0,9,50
Superior,929,2119,869,40,766,1251,445,317,154,117,930,671,8608
Supply,851,687,149,1,277,174,92,260,20,69,99,125,2804
Suquamish,13,2,175,10,76,0,43,26,10,18,256,69,698
Surgoinsville,60,397,213,1,114,7,7,23,0,13,50,15,900
Suring,98,212,211,4,39,11,14,18,2,9,22,27,667
Surprise,1991,1915,1179,1276,4099,43,2579,4555,362,2107,3295,1848,25249
Surrency,35,53,67,2,53,1,1,7,2,1,4,4,230
Surrey,3,1,4,4,22,0,3,3,1,8,172,2,223
Surry,33,17,119,11,249,1,41,170,11,32,127,30,841
Surveyor,21,5,33,0,5,1,0,1,0,0,4,1,71
Susan,7,7,59,1,4,0,1,3,2,1,2,1,88
Susanville,171,798,208,110,953,101,105,86,89,156,135,429,3341
Susquehanna,176,386,102,7,150,18,14,26,12,14,58,33,996
Sussex,114,541,401,1589,781,218,866,291,375,600,957,532,7265
Sutersville,8,54,116,4,58,0,11,15,1,1,5,3,276
Sutherland,106,46,149,57,214,0,83,125,36,116,117,37,1086
Sutherland Springs,3,8,16,4,53,0,28,27,2,10,24,2,177
Sutherlin,821,442,518,3,236,72,34,101,7,10,99,85,2428
Sutter,15,6,66,26,145,1,67,52,10,27,155,98,668
Sutter Creek,167,20,386,8,177,3,53,110,6,24,61,78,1093
Sutton,407,248,470,692,258,28,463,275,220,161,215,96,3533
Suttons Bay,28,79,150,22,213,5,108,77,12,32,125,29,880
Suwanee,16,4,101,4382,638,0,747,208,948,1391,2697,283,11415
Swain,23,7,9,1,24,0,2,1,0,0,3,3,73
Swainsboro,310,1222,159,6,220,514,7,16,2,5,68,195,2724
Swaledale,7,6,31,2,8,0,6,3,2,1,3,2,71
Swampscott,10,4,31,279,75,1,370,411,450,892,249,63,2835
Swan,2,1,15,6,31,0,6,9,2,3,33,1,109
Swan Lake,52,55,78,1,60,6,4,19,2,9,10,38,334
Swan River,2,8,35,1,3,0,2,4,0,0,2,1,58
Swan Valley,29,1,65,0,10,0,2,1,0,2,8,4,122
Swannanoa,50,502,386,4,290,10,36,177,10,13,118,494,2090
Swanquarter,32,20,90,1,32,2,2,7,2,2,10,13,213
Swans Island,33,27,7,0,13,0,3,1,0,0,1,1,86
Swansboro,106,99,294,19,799,8,212,233,7,245,482,115,2619
Swansea,199,276,522,392,1392,2,315,254,100,222,981,149,4804
Swanton,213,448,960,159,1144,40,427,367,105,204,477,274,4818
Swanville,18,10,79,9,78,0,4,14,1,5,38,3,259
Swanzey,69,98,86,10,320,21,22,73,1,148,316,147,1311
Swarthmore,54,19,178,219,286,3,94,175,162,226,386,50,1852
Swartz Creek,315,451,1086,17,1350,72,204,127,14,211,537,19,4403
Swatara,12,13,12,0,5,1,2,2,0,1,1,0,49
Swayzee,29,38,148,6,68,0,21,10,4,4,46,15,389
Swea City,89,6,70,2,9,0,3,10,2,3,5,25,224
Swedesboro,21,9,35,1791,179,1,378,92,183,339,204,24,3256
Sweeden,23,10,8,0,7,1,0,0,0,0,1,2,52
Sweeny,71,50,150,139,457,18,133,124,19,142,175,70,1548
Sweet,7,5,50,1,17,0,9,14,0,0,7,6,116
Sweet Grass,0,26,16,0,0,0,0,0,0,0,2,2,46
Sweet Home,567,389,944,14,198,58,49,93,25,27,160,256,2780
Sweet Springs,69,87,51,9,116,5,7,26,5,6,34,30,445
Sweet Valley,10,13,253,6,230,0,11,13,10,32,36,7,621
Sweet Water,162,91,100,3,81,0,3,4,1,4,24,7,480
Sweetwater,675,1174,559,28,1670,470,148,224,64,60,306,593,5971
Swift,3,3,12,1,108,0,1,1,0,1,4,1,135
Swifton,15,166,15,1,25,3,2,1,0,0,0,13,241
Swiftwater,1,1,6,1,4,0,2,75,2,3,54,2,151
Swisher,2,0,19,141,16,0,73,43,186,71,57,2,610
Swiss,8,13,64,1,32,0,2,1,0,1,5,0,127
Swisshome,42,37,7,0,2,0,2,0,0,0,0,4,94
Switz City,32,31,24,1,52,0,5,10,2,2,10,8,177
Swoope,18,12,146,2,131,0,7,11,3,12,18,5,365
Swords Creek,212,126,29,3,108,1,8,6,3,2,3,7,508
Sycamore,116,643,422,208,1111,38,316,227,148,792,581,972,5574
Sykeston,14,12,13,2,5,0,4,6,1,1,4,2,64
Sykesville,77,199,126,3193,180,6,617,224,763,717,780,286,7168
Sylacauga,782,2382,754,9,671,540,78,34,9,46,237,69,5611
Sylmar,357,884,523,1169,1290,144,1566,305,403,962,3867,857,12327
Sylva,245,917,486,12,692,168,24,172,7,41,142,748,3654
Sylvan Grove,52,28,62,3,21,0,4,7,1,2,3,5,188
Sylvania,342,1889,1140,893,739,182,622,676,258,857,990,602,9190
Sylvester,364,863,474,21,456,109,42,33,9,36,194,233,2834
Sylvia,50,8,10,1,6,1,2,0,1,0,4,2,85
Symsonia,63,155,66,6,97,2,10,10,2,8,13,9,441
Syosset,1,1,3,549,0,0,232,27,2345,945,136,1,4240
Syracuse,1453,12648,5341,1625,9181,11276,2665,1491,1562,2993,2838,1588,54661
Syria,5,1,10,0,7,2,2,7,2,6,6,10,58
Taberg,22,35,90,10,278,0,16,43,3,5,125,47,674
Tabernash,1,0,1,1,4,0,2,4,0,5,75,4,97
Tabiona,2,1,11,0,9,0,0,79,0,0,4,0,106
Table Grove,16,5,37,5,52,0,2,2,2,2,5,2,130
Table Rock,44,10,15,1,12,0,4,6,0,1,7,4,104
Tabor,32,17,198,17,50,0,33,39,7,12,33,19,457
Tabor City,367,845,62,7,110,104,9,5,3,13,24,64,1613
Tacoma,3377,3576,3212,2354,13528,5077,4316,1694,1012,1896,8595,17898,66535
Taft,214,1096,330,69,945,116,264,83,19,62,331,854,4383
Tafton,11,5,45,3,86,0,14,91,7,5,46,9,322
Taftsville,0,0,0,0,0,0,3,2,0,1,2,0,8
Taftville,21,30,38,19,197,11,17,6,22,21,89,130,601
Tahlequah,246,1256,352,9,1066,2002,35,152,10,35,304,616,6083
Tahoe City,0,0,12,0,3,0,1,2,2,1160,5,5,1190
Tahoe Vista,8,6,4,8,5,5,26,11,13,8,61,53,208
Tahoka,57,40,626,4,26,2,4,5,1,2,6,11,784
Taholah,4,49,10,1,31,8,3,1,1,1,4,28,141
Tahoma,2,1,5,5,4,1,21,20,6,202,14,24,305
Tahuya,22,7,141,3,77,0,16,70,22,50,27,18,453
Taiban,19,2,2,0,1,0,0,0,0,0,0,1,25
Takoma Park,141,80,50,190,640,125,609,57,148,949,410,1506,4905
Talala,15,22,42,12,59,0,15,41,23,31,95,22,377
Talbott,130,649,392,3,224,14,16,34,6,92,143,66,1769
Talbotton,284,74,37,1,41,22,1,6,0,1,9,2,478
Talco,26,115,10,2,47,2,4,2,1,3,5,19,236
Talcott,40,48,10,0,13,1,0,0,0,0,1,1,114
Talent,145,173,670,6,94,197,8,97,8,44,32,308,1782
Talihina,160,253,49,2,17,32,8,4,0,8,17,27,577
Talkeetna,0,456,74,0,30,0,0,0,0,0,0,11,571
Talking Rock,49,156,237,6,307,18,96,113,8,9,143,70,1212
Tall Timbers,0,0,0,20,0,0,80,8,58,21,13,3,203
Talladega,293,1547,489,37,1159,713,170,207,19,41,406,193,5274
Tallahassee,902,8011,871,1671,2301,19075,4347,3243,1365,1998,4463,10787,59034
Tallapoosa,273,509,159,2,257,7,9,8,5,16,43,125,1413
Tallassee,313,1273,435,41,295,59,119,59,17,48,155,72,2886
Tallmadge,102,255,764,126,374,227,617,313,89,44,599,216,3726
Tallmansville,6,72,25,0,9,0,1,1,0,0,0,1,115
Tallula,5,1,18,3,9,0,3,236,4,3,26,7,315
Tallulah,324,649,117,6,210,553,14,22,3,4,119,34,2055
Talmage,5,2,70,1,55,1,4,31,5,3,20,5,202
Talmo,3,25,28,9,78,4,15,7,4,7,55,64,299
Talmoon,3,5,15,0,1,0,1,3,0,0,0,0,28
Taloga,67,2,32,1,22,0,0,2,0,0,15,2,143
Talpa,11,6,27,0,8,0,3,3,1,3,2,4,68
Tama,77,272,45,8,172,44,22,28,13,10,52,22,765
Tamaqua,407,931,376,14,116,163,32,58,21,47,154,118,2437
Tamarack,84,17,22,1,19,0,5,9,1,1,7,1,167
Tamaroa,29,95,26,1,162,1,7,12,1,3,27,7,371
Tamassee,12,78,34,1,100,1,7,4,0,1,12,8,258
Tamiment,1,0,9,2,118,0,2,4,0,12,43,2,193
Tamms,56,51,122,0,90,0,9,7,1,1,14,7,358
Tampa,8923,26512,11265,12762,30683,15929,6474,1875,1369,14899,7217,17931,155839
Tampico,10,7,158,4,81,1,7,9,5,3,13,14,312
Tamworth,16,5,275,3,62,0,6,13,4,1,6,9,400
Tanana,1,2,16,0,36,1,0,1,0,0,2,3,62
Taneytown,30,66,125,274,357,9,259,107,83,270,292,202,2074
Taneyville,89,125,19,2,19,2,0,4,1,2,7,4,274
Tangent,12,55,78,1,88,3,9,15,1,3,20,50,335
Tangier,110,32,17,1,7,0,2,3,2,1,6,1,182
Tanner,25,41,20,38,128,3,60,21,8,34,72,15,465
Tannersville,110,14,162,11,25,1,11,65,4,13,412,12,840
Taopi,3,1,13,2,12,0,14,5,1,1,8,0,60
Taos,1878,1012,276,0,244,17,5,72,4,1,18,259,3786
Tappahannock,61,149,189,3,950,27,15,22,12,3,23,110,1564
Tappan,1,0,0,198,0,0,270,72,164,95,215,9,1024
Tappen,40,13,26,0,5,0,2,8,1,1,3,4,103
Tar Heel,280,122,17,2,18,1,1,1,4,2,7,11,466
Tarawa Terrace,0,176,0,0,5,16,0,0,0,0,0,595,792
Tarboro,273,538,625,66,1329,396,106,44,89,24,135,691,4316
Tarentum,181,604,263,21,362,269,43,95,27,67,305,39,2276
Tariffville,0,0,3,17,67,0,87,18,4,65,37,21,319
Tarkio,112,136,40,2,33,4,8,28,6,7,20,15,411
Tarpley,12,2,18,0,1,0,2,2,0,0,0,1,38
Tarpon Springs,977,1115,650,220,1223,214,1158,812,235,224,473,347,7648
Tarrs,2,36,32,1,32,1,4,4,1,1,4,23,141
Tarrytown,98,209,200,236,313,24,414,144,717,1443,221,618,4637
Tarzan,1,0,1,0,50,0,0,0,0,0,1,2,55
Tarzana,30,1172,102,255,373,602,436,194,1169,931,286,610,6160
Taswell,15,61,15,0,62,0,2,1,1,0,7,1,165
Tatamy,6,2,3,10,6,1,48,14,2,8,18,4,122
Tate,5,6,2,0,19,0,7,3,1,0,1,2,46
Tatum,65,85,72,8,539,6,19,3,4,7,85,39,932
Taunton,384,810,653,518,1262,358,1338,515,85,855,1820,1842,10440
Tavares,1189,644,793,14,414,54,176,764,35,60,80,24,4247
Tavernier,37,52,202,2,71,0,81,210,33,71,213,241,1213
Tawas City,162,190,506,2,81,6,17,51,1,7,8,11,1042
Taylor,1330,2337,2591,245,4314,1550,543,425,250,593,2850,1409,18437
Taylor Ridge,14,11,179,27,121,0,42,58,25,15,80,10,582
Taylors,325,947,672,87,2274,665,698,551,129,806,905,645,8704
Taylors Falls,9,52,55,10,101,2,13,6,6,18,67,4,343
Taylors Island,0,1,7,0,2,0,6,17,1,1,2,0,37
Taylorsville,638,3160,690,223,2383,30,442,244,64,315,1063,414,9666
Taylorville,276,859,849,90,996,81,302,145,113,52,98,64,3925
Tazewell,774,1632,381,5,517,175,26,54,9,21,41,42,3677
Tchula,91,251,3,0,7,171,1,0,0,0,0,1,525
Tea,6,5,14,66,236,0,44,8,5,93,512,32,1021
Teaberry,26,234,2,0,6,3,0,0,0,0,1,1,273
Teachey,57,294,29,1,20,8,8,2,2,1,6,17,445
Teague,92,201,325,5,249,16,29,58,7,13,79,157,1231
Teaneck,98,8,378,346,774,0,1056,190,1892,353,1668,396,7159
Teasdale,39,0,15,0,1,0,1,22,0,3,0,2,83
Tebbetts,9,9,29,7,39,0,19,55,6,14,33,4,224
Tecate,2,0,2,0,16,0,1,0,0,1,7,3,32
Tecopa,16,0,0,0,0,0,0,0,0,0,0,2,18
Tecumseh,674,998,1132,164,1412,68,436,509,77,322,526,308,6626
Teec Nos Pos,1,899,0,0,0,5,0,0,0,0,0,0,905
Tehachapi,312,157,516,149,299,164,558,1046,131,536,1555,504,5927
Tekamah,70,87,57,3,131,10,49,24,5,19,61,35,551
Tekoa,22,19,122,2,8,2,8,4,1,1,2,12,203
Tekonsha,31,49,93,3,111,0,14,27,2,21,50,33,434
Telegraph,2,0,1,0,0,0,0,2,0,0,0,0,5
Telephone,70,38,50,2,19,0,12,24,5,2,11,8,241
Telford,145,294,659,475,583,5,509,358,168,211,431,150,3988
Tell,4,0,0,0,0,0,0,0,0,0,0,0,4
Tell City,248,388,509,16,429,23,51,40,60,58,355,214,2391
Teller,0,4,0,0,0,0,0,0,0,1,4,7,16
Tellico Plains,705,528,156,10,132,10,25,21,9,11,47,32,1686
Telluride,1,0,7,9,61,0,109,28,14,817,53,160,1259
Temecula,304,144,174,5108,648,653,1399,371,625,2300,6795,1373,19894
Tempe,152,3047,738,750,2583,15858,1690,329,1587,2766,1040,5020,35560
Temperance,346,434,637,181,802,4,727,324,47,246,466,139,4353
Temperanceville,79,85,21,1,33,2,9,3,1,4,6,17,261
Temple,1883,3891,1531,700,4336,1721,925,604,402,1532,2197,949,20671
Temple City,30,7,336,213,621,1,1180,715,37,359,2063,407,5969
Temple Hills,129,100,621,416,841,116,1721,355,496,367,411,2095,7668
Templeton,78,42,200,310,330,4,381,242,263,439,655,105,3049
Ten Mile,142,201,194,2,132,1,24,24,4,3,44,17,788
Ten Sleep,54,4,32,1,13,0,6,14,1,7,38,7,177
Tenafly,3,0,3,1279,0,0,318,33,397,359,96,5,2493
Tenaha,54,228,47,1,31,2,2,9,1,2,13,2,392
Tenants Harbor,27,14,223,1,87,0,28,44,5,4,4,12,449
Tenino,40,46,158,43,393,0,88,223,24,205,425,108,1753
Tenmile,36,13,38,2,28,1,2,7,0,2,4,23,156
Tennessee,9,3,22,1,17,0,2,2,1,1,4,1,63
Tennessee Colony,47,30,61,7,204,0,10,22,3,7,10,27,428
Tennessee Ridge,95,132,36,1,104,3,11,3,1,0,15,17,418
Tennga,10,10,2,0,9,0,0,0,0,1,0,8,40
Tennille,71,579,78,3,108,75,7,3,1,1,19,51,996
Tennyson,35,16,78,13,75,0,23,13,10,10,26,2,301
Tensed,36,29,10,0,8,4,2,2,0,1,5,2,99
Tenstrike,25,9,27,2,16,0,2,4,1,1,20,1,108
Tererro,23,2,1,0,7,0,0,0,0,0,0,1,34
Terlingua,1,14,2,0,3,1,0,0,0,0,0,3,24
Terlton,19,96,33,1,54,0,5,3,1,3,10,0,225
Termo,5,0,3,0,6,0,0,10,1,0,1,1,27
Terra Alta,52,287,256,10,258,44,18,53,6,13,85,29,1111
Terra Bella,66,430,86,1,55,11,12,4,1,1,27,220,914
Terrace Park,0,1,1,143,0,0,14,4,108,109,20,0,400
Terral,82,10,3,0,2,1,0,0,0,0,1,1,100
Terre Haute,1930,7816,1377,338,1329,639,664,1071,162,474,1731,1708,19239
Terre Hill,3,2,98,1,19,1,4,6,0,20,18,8,180
Terrebonne,46,40,532,10,386,0,68,223,10,34,91,55,1495
Terrell,346,1395,483,80,1004,399,371,306,119,417,681,278,5879
Terreton,5,39,7,4,91,0,2,1,0,2,6,17,174
Terril,5,10,44,3,32,1,18,11,8,8,24,5,169
Terry,325,115,633,37,205,1,61,160,27,35,345,102,2046
Terryville,44,4,126,122,562,0,290,109,83,86,543,70,2039
Tescott,5,10,82,5,19,0,5,11,1,8,35,5,186
Teterboro,0,1,1,1,0,0,1,2,0,3,5,2,16
Teton,1,2,100,0,38,1,0,2,0,1,5,1,151
Tetonia,6,6,28,2,222,0,5,4,3,5,9,13,303
Teutopolis,7,10,38,14,277,1,15,19,19,24,153,31,608
Tewksbury,44,3,116,1222,190,0,959,499,515,972,970,114,5604
Texarkana,1076,3568,2536,321,2017,2491,939,800,412,744,2355,2424,19683
Texas City,828,868,1240,365,1719,1424,184,160,319,480,693,408,8688
Texhoma,5,9,4,0,216,1,1,2,1,0,9,42,290
Texico,23,35,55,7,279,2,12,21,4,11,36,27,512
Texline,1,136,3,1,2,1,1,2,0,1,1,10,159
Texola,13,0,5,0,0,0,0,0,0,0,0,0,18
Thackerville,169,3,10,0,108,1,0,7,0,5,3,11,317
Thatcher,85,172,196,22,274,20,27,64,3,21,128,215,1227
Thawville,1,2,16,1,5,0,1,32,2,1,3,5,69
Thaxton,74,115,131,10,393,6,15,16,4,9,101,35,909
Thayer,305,582,170,4,86,11,12,17,2,11,27,32,1259
Thayne,1,0,12,1,100,0,7,21,4,8,460,5,619
The Colony,98,4,162,1671,2213,0,284,40,379,713,3088,995,9647
The Dalles,296,358,816,112,378,516,95,495,51,150,201,703,4171
The Plains,23,347,30,32,19,198,263,67,63,32,70,91,1235
The Rock,10,38,23,1,70,2,1,1,1,3,4,9,163
The Sea Ranch,1,1,5,1,1,0,4,385,0,0,2,3,403
The Villages,435,35,4138,8,307,1,1233,7541,110,23,233,37,14101
Thebes,42,33,180,2,50,0,8,5,0,8,19,12,359
Thedford,64,2,32,0,4,1,2,6,0,2,5,3,121
Thelma,38,196,12,2,43,22,5,9,1,4,4,5,341
Theodore,550,515,1186,27,906,242,214,135,50,250,475,278,4828
Theodosia,71,53,119,0,11,1,0,4,0,0,6,0,265
Theresa,39,109,254,28,269,7,33,19,8,86,179,72,1103
Theriot,7,56,27,0,110,0,3,5,1,7,19,3,238
Thermal,317,1898,162,10,72,216,41,85,5,14,28,138,2986
Thermopolis,325,146,176,4,95,15,67,52,6,30,140,70,1126
Thetford Center,9,2,46,5,25,0,35,80,4,67,42,11,326
Thibodaux,305,1850,1089,644,2163,150,155,253,178,568,724,628,8707
Thida,6,17,2,0,2,1,0,0,0,1,1,3,33
Thief River Falls,241,682,436,37,268,121,75,146,14,36,539,209,2804
Thiells,0,0,1,91,13,0,53,5,178,77,24,1,443
Thomas,186,63,142,4,40,6,12,10,1,6,21,26,517
Thomasboro,2,7,50,3,30,1,20,17,2,11,153,24,320
Thomaston,1092,1507,524,95,1293,702,410,149,144,280,290,696,7182
Thomasville,1773,6873,1822,218,2445,1735,327,664,74,260,1725,897,18813
Thompson,76,115,437,77,360,4,260,252,46,187,532,78,2424
Thompson Falls,488,120,118,1,5,1,1,10,1,1,5,5,756
Thompson Ridge,0,0,0,3,0,0,6,1,1,1,3,3,18
Thompsons Station,6,8,37,414,51,0,159,10,24,180,1175,11,2075
Thompsontown,37,26,96,12,299,1,20,10,11,13,13,63,601
Thompsonville,99,220,329,20,180,2,31,45,9,9,54,21,1019
Thomson,441,1429,560,24,261,158,99,149,37,47,302,205,3712
Thonotosassa,41,835,372,32,301,104,54,38,5,41,263,107,2193
Thor,5,2,12,3,11,0,5,7,4,1,16,3,69
Thoreau,48,629,7,0,2,37,0,0,1,0,2,5,731
Thorn Hill,94,265,60,0,22,4,2,6,0,3,5,10,471
Thorndale,47,54,119,93,298,6,116,23,43,96,60,58,1013
Thorndike,4,122,18,1,78,2,1,1,0,1,7,15,250
Thorne Bay,0,0,71,0,0,0,0,0,0,0,0,0,71
Thornfield,31,21,58,1,27,0,0,2,0,2,3,0,145
Thornton,167,375,865,3074,1313,7,225,455,418,875,888,547,9209
Thorntown,8,24,32,44,250,1,47,44,16,42,132,18,658
Thornville,20,163,540,29,611,1,81,102,16,53,222,52,1890
Thornwood,1,0,3,147,1,0,72,27,478,142,27,1,899
Thorofare,21,47,169,116,212,26,143,123,70,159,260,350,1696
Thorp,91,332,160,9,149,16,29,68,6,29,27,41,957
Thorsby,60,193,117,5,181,13,27,20,2,13,80,25,736
Thousand Oaks,551,266,178,698,213,335,2817,910,4916,1884,1668,644,15080
Thousand Palms,297,235,497,1,143,8,43,169,8,31,18,23,1473
Thousandsticks,16,75,8,0,34,1,0,0,0,1,1,0,136
Thrall,13,6,36,13,24,1,9,7,5,4,168,44,330
Three Bridges,0,0,0,6,0,0,67,0,6,70,85,0,234
Three Forks,29,19,64,6,613,3,7,7,4,6,11,17,786
Three Lakes,54,32,193,4,72,0,25,34,3,2,9,14,442
Three Mile Bay,20,16,6,1,14,0,2,21,0,1,6,1,88
Three Oaks,102,86,296,4,212,9,25,69,6,13,61,24,907
Three Rivers,248,326,1370,81,1389,367,530,327,66,177,480,205,5566
Three Springs,92,117,81,9,225,0,14,17,2,5,13,4,579
Throckmorton,192,23,13,0,14,1,1,1,1,2,4,2,254
Thurman,25,106,51,3,127,3,9,29,3,5,19,16,396
Thurmond,56,159,51,1,91,0,2,4,0,2,3,21,390
Thurmont,53,10,138,400,145,2,456,192,91,60,525,226,2298
Thurston,3,16,12,1,9,0,4,3,0,1,13,5,67
Tibbie,3,5,25,0,32,0,1,1,0,0,4,1,72
Tichnor,9,2,19,0,8,0,1,6,0,2,2,4,53
Tickfaw,101,733,155,6,673,38,3,14,1,23,87,201,2035
Ticonderoga,52,354,165,1,260,49,14,49,5,8,32,115,1104
Tidewater,90,2,28,0,2,0,2,12,0,1,3,5,145
Tidioute,182,98,124,3,20,9,18,30,6,3,14,2,509
Tie Siding,0,0,1,0,1,0,3,3,0,2,0,2,12
Tierra Amarilla,33,13,284,0,26,0,1,10,1,0,2,6,376
Tieton,13,193,23,4,36,2,25,15,2,8,18,132,471
Tiff City,1,7,0,0,2,0,0,0,0,0,0,0,10
Tiffin,372,1644,627,73,958,178,586,440,135,83,908,330,6334
Tifton,1195,1657,377,99,1111,1193,139,296,79,279,578,424,7427
Tiger,319,93,49,1,30,12,5,8,1,3,14,24,559
Tigerton,34,89,159,9,147,3,4,8,3,15,12,24,507
Tigerville,4,3,4,0,4,0,1,0,1,0,0,0,17
Tignall,77,249,34,2,15,3,7,3,3,2,7,3,405
Tijeras,13,5,74,130,174,0,432,147,141,356,664,11,2147
Tilden,41,44,263,3,18,0,8,11,0,1,10,9,408
Tilghman,2,1,24,1,5,0,2,137,2,1,6,4,185
Tiline,3,12,12,1,38,0,1,1,1,0,3,0,72
Tillamook,625,417,555,15,384,70,107,214,7,35,112,242,2783
Tillar,24,83,11,0,34,4,2,2,0,0,4,4,168
Tillatoba,23,96,16,2,3,0,1,0,1,1,2,1,146
Tilleda,1,6,0,0,1,0,0,0,0,0,0,0,8
Tiller,30,16,10,0,4,1,1,1,0,1,1,2,67
Tillman,7,351,9,0,23,1,0,1,1,1,2,3,399
Tillson,8,2,30,7,26,0,61,60,1,21,57,14,287
Tilly,6,11,1,0,5,0,0,0,0,0,1,1,25
Tilton,116,371,482,44,248,91,70,37,42,139,188,344,2172
Tiltonsville,44,122,83,0,30,5,1,11,3,0,1,27,327
Timber,1,0,3,3,4,0,3,3,1,3,16,1,38
Timber Lake,8,41,5,1,87,4,1,1,1,1,4,7,161
Timberlake,87,60,120,21,536,2,113,90,34,169,161,86,1479
Timberville,95,121,368,6,226,4,57,35,16,17,44,31,1020
Timblin,4,3,17,0,4,0,1,0,0,1,1,1,32
Timbo,169,58,17,0,17,1,3,2,1,0,1,1,270
Timewell,14,11,44,0,27,0,1,2,0,2,11,4,116
Timmonsville,188,1065,119,5,527,92,19,27,2,13,42,175,2274
Timnath,1,1,1,27,1,0,12,8,27,15,10,1,104
Timpson,319,216,130,1,99,7,2,3,0,6,19,4,806
Tina,23,7,13,5,17,0,2,2,1,1,4,1,76
Tingley,8,1,14,1,11,0,1,22,2,1,4,4,69
